TheTime,AIN0,,AIN1,AIN2,AIN3,AVERAGE,AIN1
42333.60759,2.404825,0.397,2.597479,2.44608,1.384634,,
42333.60759,2.414889,0.398,2.602515,2.441051,1.384634,,
42333.60759,2.404825,0.399,2.597479,2.451109,1.384634,,
42333.60759,2.409857,0.4,2.602515,2.456138,1.394692,,
42333.60759,2.404825,0.401,2.602515,2.451109,1.384634,,
42333.60759,2.399794,0.402,2.592444,2.44608,1.379605,,
42333.60759,2.399794,0.403,2.592444,2.451109,1.379605,,
42333.60759,2.394762,0.404,2.602515,2.44608,1.379605,,
42333.60759,2.399794,0.405,2.597479,2.456138,1.384634,,
42333.60759,2.404825,0.406,2.592444,2.44608,1.389663,,
42333.60759,2.404825,0.407,2.592444,2.441051,1.379605,,
42333.60759,2.409857,0.408,2.597479,2.456138,1.384634,,
42333.60759,2.409857,0.409,2.592444,2.44608,1.384634,,
42333.60759,2.414889,0.41,2.597479,2.44608,1.389663,,
42333.60759,2.414889,0.411,2.607551,2.44608,1.384634,,
42333.60759,2.394762,0.412,2.592444,2.456138,1.384634,,
42333.60759,2.38973,0.413,2.592444,2.451109,1.384634,,
42333.60759,2.38973,0.414,2.592444,2.456138,1.389663,,
42333.60759,2.404825,0.415,2.597479,2.456138,1.384634,,
42333.60759,2.404825,0.416,2.597479,2.451109,1.389663,,
42333.60759,2.409857,0.417,2.597479,2.461167,1.384634,,
42333.60759,2.404825,0.418,2.597479,2.44608,1.389663,,
42333.60759,2.409857,0.419,2.597479,2.44608,1.379605,,
42333.60759,2.399794,0.42,2.587408,2.451109,1.389663,,
42333.60759,2.399794,0.421,2.597479,2.451109,1.374576,,
42333.60759,2.394762,0.422,2.592444,2.451109,1.389663,,
42333.60759,2.38973,0.423,2.587408,2.451109,1.389663,,
42333.60759,2.399794,0.424,2.587408,2.451109,1.379605,,
42333.60759,2.399794,0.425,2.597479,2.456138,1.394692,,
42333.60759,2.404825,0.426,2.592444,2.44608,1.384634,,
42333.60759,2.414889,0.427,2.592444,2.44608,1.384634,,
42333.60759,2.404825,0.428,2.597479,2.441051,1.384634,,
42333.60759,2.409857,0.429,2.587408,2.44608,1.384634,,
42333.60759,2.409857,0.43,2.597479,2.436022,1.384634,,
42333.60759,2.404825,0.431,2.592444,2.44608,1.389663,,
42333.60759,2.399794,0.432,2.592444,2.44608,1.384634,,
42333.60759,2.399794,0.433,2.582372,2.441051,1.384634,,
42333.60759,2.394762,0.434,2.592444,2.44608,1.379605,,
42333.60759,2.399794,0.435,2.597479,2.441051,1.389663,,
42333.60759,2.404825,0.436,2.597479,2.44608,1.394692,,
42333.60759,2.404825,0.437,2.597479,2.44608,1.394692,,
42333.60759,2.404825,0.438,2.592444,2.44608,1.384634,,
42333.60759,2.399794,0.439,2.597479,2.44608,1.384634,,
42333.60759,2.409857,0.44,2.602515,2.44608,1.384634,,
42333.60759,2.399794,0.441,2.607551,2.44608,1.379605,,
42333.60759,2.394762,0.442,2.597479,2.456138,1.384634,,
42333.60759,2.399794,0.443,2.592444,2.44608,1.384634,,
42333.6076,2.399794,0.444,2.597479,2.451109,1.384634,,
42333.6076,2.399794,0.445,2.597479,2.451109,1.389663,,
42333.6076,2.399794,0.446,2.597479,2.441051,1.384634,,
42333.6076,2.409857,0.447,2.602515,2.451109,1.379605,,
42333.6076,2.414889,0.448,2.602515,2.441051,1.389663,,
42333.6076,2.409857,0.449,2.607551,2.441051,1.384634,,
42333.6076,2.409857,0.45,2.602515,2.44608,1.389663,,
42333.6076,2.399794,0.451,2.607551,2.441051,1.384634,,
42333.6076,2.399794,0.452,2.602515,2.44608,1.384634,,
42333.6076,2.394762,0.453,2.592444,2.44608,1.389663,,
42333.6076,2.38973,0.454,2.597479,2.441051,1.384634,,
42333.6076,2.394762,0.455,2.597479,2.451109,1.394692,,
42333.6076,2.394762,0.456,2.597479,2.44608,1.384634,,
42333.6076,2.399794,0.457,2.597479,2.451109,1.379605,,
42333.6076,2.399794,0.458,2.597479,2.456138,1.389663,,
42333.6076,2.399794,0.459,2.597479,2.451109,1.384634,,
42333.6076,2.404825,0.46,2.597479,2.451109,1.384634,,
42333.6076,2.404825,0.461,2.607551,2.451109,1.379605,,
42333.6076,2.394762,0.462,2.597479,2.456138,1.384634,,
42333.6076,2.394762,0.463,2.587408,2.44608,1.384634,,
42333.6076,2.38973,0.464,2.597479,2.451109,1.384634,,
42333.6076,2.404825,0.465,2.592444,2.44608,1.384634,,
42333.6076,2.414889,0.466,2.597479,2.44608,1.384634,,
42333.6076,2.409857,0.467,2.602515,2.441051,1.389663,,
42333.6076,2.409857,0.468,2.597479,2.44608,1.389663,,
42333.6076,2.404825,0.469,2.597479,2.451109,1.389663,,
42333.6076,2.399794,0.47,2.602515,2.44608,1.389663,,
42333.6076,2.404825,0.471,2.607551,2.456138,1.384634,,
42333.6076,2.399794,0.472,2.597479,2.456138,1.379605,,
42333.6076,2.394762,0.473,2.592444,2.456138,1.384634,,
42333.6076,2.394762,0.474,2.597479,2.451109,1.379605,,
42333.6076,2.409857,0.475,2.602515,2.451109,1.394692,,
42333.6076,2.414889,0.476,2.597479,2.44608,1.384634,,
42333.6076,2.409857,0.477,2.592444,2.441051,1.379605,,
42333.6076,2.414889,0.478,2.582372,2.436022,1.384634,,
42333.6076,2.409857,0.479,2.602515,2.441051,1.389663,,
42333.6076,2.399794,0.48,2.607551,2.451109,1.379605,,
42333.6076,2.404825,0.481,2.602515,2.451109,1.389663,,
42333.6076,2.394762,0.482,2.587408,2.456138,1.379605,,
42333.6076,2.394762,0.483,2.582372,2.456138,1.389663,,
42333.6076,2.394762,0.484,2.602515,2.466196,1.384634,,
42333.6076,2.394762,0.485,2.592444,2.451109,1.394692,,
42333.6076,2.399794,0.486,2.587408,2.44608,1.384634,,
42333.6076,2.409857,0.487,2.597479,2.44608,1.389663,,
42333.6076,2.404825,0.488,2.602515,2.436022,1.384634,,
42333.6076,2.404825,0.489,2.597479,2.441051,1.379605,,
42333.6076,2.414889,0.49,2.602515,2.44608,1.384634,,
42333.6076,2.409857,0.491,2.612587,2.451109,1.384634,,
42333.6076,2.409857,0.492,2.592444,2.451109,1.379605,,
42333.6076,2.394762,0.493,2.582372,2.44608,1.384634,,
42333.6076,2.394762,0.494,2.592444,2.44608,1.384634,,
42333.6076,2.404825,0.495,2.607551,2.451109,1.389663,,
42333.6076,2.409857,0.496,2.587408,2.451109,1.389663,,
42333.6076,2.409857,0.497,2.602515,2.441051,1.384634,,
42333.6076,2.409857,0.498,2.602515,2.44608,1.384634,,
42333.6076,2.409857,0.499,2.602515,2.44608,1.379605,,
42333.6076,2.409857,0.5,2.607551,2.44608,1.389663,,
42333.6076,2.409857,0.501,2.607551,2.441051,1.379605,,
42333.6076,2.409857,0.502,2.592444,2.456138,1.379605,,
42333.6076,2.394762,0.503,2.582372,2.451109,1.384634,,
42333.6076,2.38973,0.504,2.592444,2.451109,1.384634,,
42333.6076,2.38973,0.505,2.592444,2.456138,1.384634,,
42333.6076,2.399794,0.506,2.597479,2.451109,1.394692,,
42333.6076,2.399794,0.507,2.597479,2.456138,1.379605,,
42333.6076,2.404825,0.508,2.602515,2.451109,1.384634,,
42333.6076,2.404825,0.509,2.602515,2.44608,1.384634,,
42333.6076,2.409857,0.51,2.597479,2.456138,1.384634,,
42333.6076,2.409857,0.511,2.602515,2.44608,1.389663,,
42333.6076,2.399794,0.512,2.587408,2.456138,1.389663,,
42333.6076,2.399794,0.513,2.587408,2.461167,1.379605,,
42333.6076,2.38973,0.514,2.592444,2.461167,1.384634,,
42333.6076,2.404825,0.515,2.592444,2.44608,1.384634,,
42333.6076,2.404825,0.516,2.597479,2.441051,1.384634,,
42333.6076,2.404825,0.517,2.602515,2.441051,1.384634,,
42333.6076,2.414889,0.518,2.592444,2.44608,1.384634,,
42333.6076,2.404825,0.519,2.597479,2.451109,1.384634,,
42333.6076,2.409857,0.52,2.602515,2.461167,1.394692,,
42333.6076,2.404825,0.521,2.607551,2.441051,1.384634,,
42333.6076,2.399794,0.522,2.597479,2.461167,1.384634,,
42333.6076,2.399794,0.523,2.587408,2.456138,1.384634,,
42333.6076,2.399794,0.524,2.592444,2.456138,1.379605,,
42333.6076,2.404825,0.525,2.607551,2.456138,1.384634,,
42333.6076,2.404825,0.526,2.597479,2.44608,1.384634,,
42333.6076,2.409857,0.527,2.592444,2.44608,1.384634,,
42333.6076,2.409857,0.528,2.587408,2.436022,1.384634,,
42333.6076,2.404825,0.529,2.607551,2.44608,1.384634,,
42333.6076,2.414889,0.53,2.602515,2.436022,1.384634,,
42333.6076,2.404825,0.531,2.607551,2.44608,1.399721,,
42333.6076,2.399794,0.532,2.592444,2.451109,1.384634,,
42333.6076,2.394762,0.533,2.592444,2.451109,1.384634,,
42333.6076,2.394762,0.534,2.592444,2.441051,1.384634,,
42333.6076,2.394762,0.535,2.602515,2.441051,1.384634,,
42333.6076,2.399794,0.536,2.597479,2.441051,1.384634,,
42333.6076,2.409857,0.537,2.592444,2.44608,1.394692,,
42333.6076,2.409857,0.538,2.597479,2.44608,1.384634,,
42333.6076,2.409857,0.539,2.592444,2.44608,1.389663,,
42333.6076,2.404825,0.54,2.597479,2.441051,1.384634,,
42333.6076,2.404825,0.541,2.592444,2.441051,1.384634,,
42333.6076,2.399794,0.542,2.587408,2.461167,1.394692,,
42333.6076,2.394762,0.543,2.587408,2.451109,1.389663,,
42333.6076,2.394762,0.544,2.592444,2.44608,1.384634,,
42333.6076,2.399794,0.545,2.587408,2.451109,1.384634,,
42333.6076,2.404825,0.546,2.592444,2.441051,1.379605,,
42333.6076,2.404825,0.547,2.607551,2.44608,1.384634,,
42333.6076,2.404825,0.548,2.602515,2.441051,1.384634,,
42333.6076,2.404825,0.549,2.607551,2.441051,1.379605,,
42333.6076,2.404825,0.55,2.607551,2.451109,1.384634,,
42333.6076,2.404825,0.551,2.607551,2.456138,1.384634,,
42333.6076,2.394762,0.552,2.587408,2.451109,1.384634,,
42333.6076,2.399794,0.553,2.597479,2.44608,1.384634,,
42333.6076,2.394762,0.554,2.592444,2.456138,1.384634,,
42333.6076,2.404825,0.555,2.597479,2.451109,1.389663,,
42333.6076,2.409857,0.556,2.597479,2.456138,1.389663,,
42333.6076,2.404825,0.557,2.592444,2.451109,1.384634,,
42333.6076,2.414889,0.558,2.592444,2.451109,1.389663,,
42333.6076,2.409857,0.559,2.597479,2.44608,1.384634,,
42333.6076,2.414889,0.56,2.602515,2.451109,1.379605,,
42333.6076,2.414889,0.561,2.607551,2.44608,1.379605,,
42333.6076,2.399794,0.562,2.592444,2.456138,1.394692,,
42333.6076,2.404825,0.563,2.597479,2.456138,1.384634,,
42333.6076,2.394762,0.564,2.592444,2.451109,1.384634,,
42333.6076,2.399794,0.565,2.587408,2.451109,1.389663,,
42333.6076,2.399794,0.566,2.597479,2.451109,1.384634,,
42333.6076,2.394762,0.567,2.587408,2.456138,1.384634,,
42333.6076,2.409857,0.568,2.592444,2.456138,1.389663,,
42333.6076,2.409857,0.569,2.597479,2.451109,1.379605,,
42333.6076,2.399794,0.57,2.602515,2.456138,1.379605,,
42333.6076,2.409857,0.571,2.597479,2.456138,1.384634,,
42333.6076,2.404825,0.572,2.597479,2.466196,1.379605,,
42333.6076,2.404825,0.573,2.587408,2.451109,1.384634,,
42333.6076,2.38973,0.574,2.602515,2.456138,1.384634,,
42333.6076,2.394762,0.575,2.602515,2.456138,1.399721,,
42333.6076,2.404825,0.576,2.592444,2.451109,1.384634,,
42333.6076,2.404825,0.577,2.592444,2.441051,1.379605,,
42333.6076,2.409857,0.578,2.592444,2.44608,1.379605,,
42333.6076,2.404825,0.579,2.597479,2.456138,1.389663,,
42333.6076,2.409857,0.58,2.597479,2.451109,1.384634,,
42333.6076,2.414889,0.581,2.602515,2.451109,1.394692,,
42333.6076,2.409857,0.582,2.592444,2.44608,1.384634,,
42333.6076,2.399794,0.583,2.587408,2.44608,1.389663,,
42333.6076,2.38973,0.584,2.592444,2.441051,1.384634,,
42333.6076,2.394762,0.585,2.592444,2.441051,1.384634,,
42333.6076,2.404825,0.586,2.597479,2.441051,1.384634,,
42333.6076,2.409857,0.587,2.592444,2.44608,1.389663,,
42333.6076,2.409857,0.588,2.592444,2.44608,1.384634,,
42333.6076,2.414889,0.589,2.592444,2.451109,1.384634,,
42333.6076,2.404825,0.59,2.602515,2.441051,1.389663,,
42333.6076,2.404825,0.591,2.597479,2.44608,1.379605,,
42333.6076,2.394762,0.592,2.597479,2.456138,1.389663,,
42333.6076,2.394762,0.593,2.582372,2.451109,1.379605,,
42333.6076,2.399794,0.594,2.592444,2.461167,1.379605,,
42333.6076,2.404825,0.595,2.592444,2.451109,1.394692,,
42333.6076,2.404825,0.596,2.592444,2.44608,1.389663,,
42333.6076,2.414889,0.597,2.597479,2.44608,1.384634,,
42333.6076,2.414889,0.598,2.597479,2.441051,1.384634,,
42333.6076,2.414889,0.599,2.602515,2.441051,1.379605,,
42333.6076,2.409857,0.6,2.607551,2.451109,1.389663,,
42333.6076,2.404825,0.601,2.602515,2.451109,1.384634,,
42333.6076,2.394762,0.602,2.592444,2.456138,1.374576,,
42333.6076,2.38973,0.603,2.587408,2.451109,1.379605,,
42333.6076,2.399794,0.604,2.592444,2.456138,1.379605,,
42333.6076,2.38973,0.605,2.592444,2.451109,1.379605,,
42333.6076,2.394762,0.606,2.592444,2.461167,1.389663,,
42333.6076,2.404825,0.607,2.597479,2.44608,1.384634,,
42333.6076,2.404825,0.608,2.592444,2.436022,1.384634,,
42333.6076,2.404825,0.609,2.602515,2.441051,1.384634,,
42333.6076,2.394762,0.61,2.602515,2.436022,1.379605,,
42333.6076,2.409857,0.611,2.602515,2.44608,1.374576,,
42333.6076,2.394762,0.612,2.592444,2.461167,1.399721,,
42333.6076,2.399794,0.613,2.592444,2.451109,1.379605,,
42333.6076,2.394762,0.614,2.592444,2.456138,1.379605,,
42333.6076,2.394762,0.615,2.592444,2.451109,1.379605,,
42333.6076,2.399794,0.616,2.592444,2.456138,1.384634,,
42333.6076,2.409857,0.617,2.587408,2.456138,1.389663,,
42333.6076,2.409857,0.618,2.592444,2.44608,1.389663,,
42333.6076,2.399794,0.619,2.602515,2.451109,1.384634,,
42333.6076,2.404825,0.62,2.597479,2.451109,1.389663,,
42333.6076,2.404825,0.621,2.602515,2.44608,1.379605,,
42333.6076,2.404825,0.622,2.592444,2.461167,1.384634,,
42333.6076,2.394762,0.623,2.587408,2.456138,1.389663,,
42333.6076,2.394762,0.624,2.587408,2.44608,1.379605,,
42333.6076,2.404825,0.625,2.602515,2.44608,1.389663,,
42333.6076,2.399794,0.626,2.592444,2.451109,1.389663,,
42333.6076,2.404825,0.627,2.602515,2.441051,1.389663,,
42333.6076,2.409857,0.628,2.592444,2.44608,1.389663,,
42333.6076,2.404825,0.629,2.597479,2.44608,1.379605,,
42333.6076,2.409857,0.63,2.592444,2.44608,1.389663,,
42333.6076,2.399794,0.631,2.602515,2.451109,1.389663,,
42333.6076,2.394762,0.632,2.592444,2.461167,1.379605,,
42333.6076,2.38973,0.633,2.592444,2.44608,1.384634,,
42333.6076,2.394762,0.634,2.597479,2.441051,1.379605,,
42333.6076,2.399794,0.635,2.597479,2.441051,1.384634,,
42333.6076,2.404825,0.636,2.602515,2.44608,1.379605,,
42333.6076,2.414889,0.637,2.607551,2.441051,1.394692,,
42333.6076,2.404825,0.638,2.602515,2.451109,1.389663,,
42333.6076,2.404825,0.639,2.602515,2.451109,1.389663,,
42333.6076,2.409857,0.64,2.607551,2.456138,1.384634,,
42333.6076,2.399794,0.641,2.602515,2.451109,1.389663,,
42333.6076,2.38973,0.642,2.577336,2.451109,1.384634,,
42333.6076,2.394762,0.643,2.592444,2.44608,1.384634,,
42333.6076,2.394762,0.644,2.597479,2.451109,1.379605,,
42333.6076,2.394762,0.645,2.592444,2.451109,1.384634,,
42333.6076,2.399794,0.646,2.592444,2.441051,1.379605,,
42333.6076,2.414889,0.647,2.602515,2.441051,1.389663,,
42333.6076,2.414889,0.648,2.607551,2.441051,1.384634,,
42333.6076,2.414889,0.649,2.607551,2.451109,1.379605,,
42333.6076,2.414889,0.65,2.607551,2.451109,1.394692,,
42333.6076,2.414889,0.651,2.602515,2.456138,1.374576,,
42333.6076,2.399794,0.652,2.587408,2.456138,1.379605,,
42333.6076,2.399794,0.653,2.587408,2.456138,1.379605,,
42333.6076,2.394762,0.654,2.587408,2.456138,1.384634,,
42333.6076,2.399794,0.655,2.592444,2.44608,1.379605,,
42333.6076,2.404825,0.656,2.597479,2.451109,1.389663,,
42333.6076,2.404825,0.657,2.592444,2.44608,1.384634,,
42333.6076,2.409857,0.658,2.607551,2.44608,1.389663,,
42333.6076,2.414889,0.659,2.602515,2.44608,1.384634,,
42333.6076,2.404825,0.66,2.607551,2.451109,1.384634,,
42333.6076,2.409857,0.661,2.602515,2.451109,1.379605,,
42333.6076,2.399794,0.662,2.587408,2.461167,1.399721,,
42333.6076,2.384699,0.663,2.597479,2.461167,1.384634,,
42333.6076,2.38973,0.664,2.592444,2.461167,1.384634,,
42333.6076,2.394762,0.665,2.592444,2.451109,1.384634,,
42333.6076,2.404825,0.666,2.597479,2.44608,1.384634,,
42333.6076,2.409857,0.667,2.597479,2.456138,1.384634,,
42333.6076,2.409857,0.668,2.602515,2.441051,1.379605,,
42333.6076,2.404825,0.669,2.602515,2.44608,1.384634,,
42333.6076,2.409857,0.67,2.612587,2.44608,1.384634,,
42333.6076,2.409857,0.671,2.602515,2.451109,1.384634,,
42333.6076,2.414889,0.672,2.582372,2.456138,1.384634,,
42333.6076,2.394762,0.673,2.587408,2.451109,1.384634,,
42333.6076,2.394762,0.674,2.592444,2.461167,1.384634,,
42333.6076,2.394762,0.675,2.592444,2.451109,1.389663,,
42333.6076,2.399794,0.676,2.587408,2.44608,1.379605,,
42333.6076,2.409857,0.677,2.607551,2.44608,1.379605,,
42333.6076,2.404825,0.678,2.602515,2.436022,1.379605,,
42333.6076,2.409857,0.679,2.597479,2.441051,1.384634,,
42333.6076,2.409857,0.68,2.602515,2.44608,1.379605,,
42333.6076,2.399794,0.681,2.597479,2.456138,1.384634,,
42333.6076,2.38973,0.682,2.592444,2.456138,1.389663,,
42333.6076,2.38973,0.683,2.582372,2.451109,1.374576,,
42333.6076,2.384699,0.684,2.597479,2.451109,1.384634,,
42333.6076,2.394762,0.685,2.592444,2.451109,1.384634,,
42333.6076,2.404825,0.686,2.592444,2.451109,1.379605,,
42333.6076,2.409857,0.687,2.597479,2.44608,1.389663,,
42333.6076,2.404825,0.688,2.602515,2.441051,1.389663,,
42333.6076,2.409857,0.689,2.592444,2.44608,1.389663,,
42333.6076,2.409857,0.69,2.602515,2.441051,1.379605,,
42333.6076,2.404825,0.691,2.597479,2.44608,1.384634,,
42333.6076,2.399794,0.692,2.582372,2.44608,1.389663,,
42333.6076,2.394762,0.693,2.592444,2.451109,1.389663,,
42333.6076,2.399794,0.694,2.602515,2.44608,1.384634,,
42333.6076,2.404825,0.695,2.592444,2.436022,1.384634,,
42333.6076,2.404825,0.696,2.592444,2.451109,1.379605,,
42333.6076,2.414889,0.697,2.597479,2.441051,1.379605,,
42333.6076,2.409857,0.698,2.602515,2.430993,1.384634,,
42333.6076,2.409857,0.699,2.597479,2.44608,1.389663,,
42333.6076,2.404825,0.7,2.602515,2.44608,1.399721,,
42333.6076,2.404825,0.701,2.602515,2.451109,1.379605,,
42333.6076,2.394762,0.702,2.597479,2.456138,1.384634,,
42333.6076,2.394762,0.703,2.592444,2.461167,1.384634,,
42333.6076,2.384699,0.704,2.597479,2.461167,1.384634,,
42333.6076,2.399794,0.705,2.597479,2.461167,1.384634,,
42333.6076,2.404825,0.706,2.597479,2.451109,1.379605,,
42333.6076,2.404825,0.707,2.602515,2.44608,1.389663,,
42333.6076,2.399794,0.708,2.607551,2.436022,1.384634,,
42333.6076,2.404825,0.709,2.597479,2.44608,1.384634,,
42333.6076,2.409857,0.71,2.602515,2.44608,1.384634,,
42333.6076,2.409857,0.711,2.597479,2.456138,1.379605,,
42333.6076,2.399794,0.712,2.592444,2.451109,1.389663,,
42333.6076,2.394762,0.713,2.587408,2.456138,1.384634,,
42333.6076,2.38973,0.714,2.592444,2.451109,1.384634,,
42333.6076,2.399794,0.715,2.592444,2.441051,1.389663,,
42333.6076,2.394762,0.716,2.592444,2.44608,1.379605,,
42333.6076,2.404825,0.717,2.592444,2.441051,1.384634,,
42333.6076,2.404825,0.718,2.597479,2.436022,1.384634,,
42333.6076,2.404825,0.719,2.597479,2.441051,1.379605,,
42333.6076,2.414889,0.72,2.602515,2.441051,1.389663,,
42333.6076,2.404825,0.721,2.597479,2.44608,1.379605,,
42333.6076,2.399794,0.722,2.592444,2.44608,1.394692,,
42333.6076,2.394762,0.723,2.592444,2.451109,1.374576,,
42333.6076,2.38973,0.724,2.587408,2.44608,1.384634,,
42333.6076,2.399794,0.725,2.602515,2.44608,1.394692,,
42333.6076,2.399794,0.726,2.592444,2.451109,1.384634,,
42333.6076,2.404825,0.727,2.592444,2.451109,1.384634,,
42333.6076,2.409857,0.728,2.602515,2.44608,1.384634,,
42333.6076,2.404825,0.729,2.597479,2.451109,1.384634,,
42333.6076,2.404825,0.73,2.602515,2.441051,1.389663,,
42333.6076,2.399794,0.731,2.597479,2.451109,1.389663,,
42333.6076,2.394762,0.732,2.592444,2.451109,1.384634,,
42333.6076,2.384699,0.733,2.592444,2.44608,1.379605,,
42333.6076,2.384699,0.734,2.592444,2.44608,1.384634,,
42333.6076,2.399794,0.735,2.597479,2.451109,1.389663,,
42333.6076,2.404825,0.736,2.592444,2.441051,1.379605,,
42333.6076,2.409857,0.737,2.597479,2.436022,1.389663,,
42333.6076,2.414889,0.738,2.592444,2.441051,1.384634,,
42333.6076,2.409857,0.739,2.602515,2.441051,1.384634,,
42333.6076,2.414889,0.74,2.602515,2.441051,1.384634,,
42333.6076,2.399794,0.741,2.592444,2.451109,1.384634,,
42333.6076,2.399794,0.742,2.577336,2.451109,1.389663,,
42333.6076,2.394762,0.743,2.597479,2.451109,1.389663,,
42333.6076,2.399794,0.744,2.597479,2.451109,1.379605,,
42333.6076,2.399794,0.745,2.597479,2.44608,1.389663,,
42333.6076,2.404825,0.746,2.592444,2.451109,1.379605,,
42333.6076,2.414889,0.747,2.597479,2.44608,1.384634,,
42333.6076,2.399794,0.748,2.607551,2.44608,1.384634,,
42333.6076,2.404825,0.749,2.592444,2.44608,1.384634,,
42333.6076,2.404825,0.75,2.607551,2.456138,1.394692,,
42333.6076,2.409857,0.751,2.592444,2.456138,1.379605,,
42333.6076,2.404825,0.752,2.582372,2.456138,1.384634,,
42333.6076,2.384699,0.753,2.592444,2.456138,1.389663,,
42333.6076,2.38973,0.754,2.592444,2.44608,1.384634,,
42333.6076,2.394762,0.755,2.597479,2.44608,1.379605,,
42333.6076,2.404825,0.756,2.597479,2.451109,1.384634,,
42333.6076,2.41992,0.757,2.592444,2.441051,1.379605,,
42333.6076,2.414889,0.758,2.602515,2.436022,1.384634,,
